objectid,Código Gasoduto,Ramal,Código Material,Código Diâmetro,Finalidade,shape,st_length(shape)
1589,89649,EDIF. BAMBU,PEAD,32,RESIDENCIAL,,0.00007987835043364377
1590,86505,AV. CONSELHEIRO AGUIAR,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0012669030679564556
1591,86504,AV. CONSELHEIRO AGUIAR,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0005151487950775783
1592,87907,R. HENRIQUE CAPITULINO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00001992937749415871
1593,87889,EDIF. MARIA BEATRIZ,PEAD,32,RESIDENCIAL,,0.00001302624581374081
1594,87888,EDIF. MARIA BEATRIZ,PEAD,32,RESIDENCIAL,,0.00004064356965129908
1595,87883,EDIF. PRÍNCIPE DE TOSCANA,PEAD,32,RESIDENCIAL,,0.00005319724051145822
1596,87882,EDIF. PRÍNCIPE DE TOSCANA,PEAD,32,RESIDENCIAL,,0.00010465444854376713
1597,87873,EDIF. QUAZAR,PEAD,32,RESIDENCIAL,,0.000007255342031910005
1598,87299,R. MARGINAL (PARQUE DONA LINDU),PEAD,63,RESIDENCIAL/COMERCIAL,,0.0030483829156675493
1599,87298,R. JOÃO CARDOSO AYRES,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0004584687455632455
1600,87297,R. MARGINAL (PARQUE DONA LINDU),PEAD,63,RESIDENCIAL/COMERCIAL,,0.0010705859872254368
1601,87861,EDIF. VIA FIRENZE,PEAD,32,RESIDENCIAL,,0.00009797157600549253
1602,87852,PADARIA III J,PEAD,32,COMERCIAL,,0.00006662389397408015
1603,87851,PADARIA III J,PEAD,32,COMERCIAL,,0.00007901916811761561
1604,87850,PADARIA III J/EDF. BIMINI,PEAD,32,COMERCIAL,,0.0003243291165260171
1606,87427,EDIF. MILÃO,PEAD,32,RESIDENCIAL,,0.000040689130145531494
1607,87315,EDIF. CITRINO HOME,PEAD,32,RESIDENCIAL,,0.000022995595099931636
1608,87314,EDIF. CITRINO HOME,PEAD,32,RESIDENCIAL,,0.000014287501251093559
1609,86967,EDIF. EMANUELLA,PEAD,32,RESIDENCIAL,,0.00003956789563522427
1610,86966,EDIF. EMANUELLA,PEAD,32,RESIDENCIAL,,0.00024833117038621254
1611,86963,EDIF. QUINTA DAS CAMÉLIAS,PEAD,32,RESIDENCIAL,,0.000006809068071329585
1612,86962,EDIF. QUINTA DAS CAMÉLIAS,PEAD,32,RESIDENCIAL,,0.0000803802799012295
1613,86959,EDIF. CASTELO DE AVIGNON,PEAD,32,RESIDENCIAL,,0.00006629727880230478
1614,86955,EDIF. CARLA DIAS,PEAD,32,RESIDENCIAL,,0.00001388431737609019
1615,86958,EDIF. CASTELO DE AVIGNON,PEAD,32,RESIDENCIAL,,0.0001221718769871062
1616,87669,BETOS BAR,PEAD,32,COMERCIAL,,0.0001769775052086567
1617,87668,BETOS BAR,PEAD,32,COMERCIAL,,0.000047564620480996844
1618,87665,TRIGOS DELICATESSEN,PEAD,32,COMERCIAL,,0.00013258033670571215
1619,87664,TRIGOS DELICATESSEN,PEAD,32,COMERCIAL,,0.00007225091767352804
1620,87661,EDIF. ROBERTO DA ROSA BORGES,PEAD,32,RESIDENCIAL,,0.000009358610206649274
1621,87660,EDIF. ROBERTO DA ROSA BORGES,PEAD,32,RESIDENCIAL,,0.00003477673296904124
1622,87657,EDIF. PRAIA DE GUARAIRA,PEAD,32,RESIDENCIAL,,0.000006693207377632939
1623,87074,R. BALTAZAR PASSOS,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000011632742239042348
1624,87656,EDIF. PRAIA DE GUARAIRA,PEAD,32,RESIDENCIAL,,0.00011862606054741934
1625,87652,LAÇA BURGUER (PIEDADE),PEAD,32,COMERCIAL,,0.00012986382814702483
1626,87651,LAÇA BURGUER (PIEDADE),PEAD,32,COMERCIAL,,0.0000389933707501671
1627,87137,R. PROF. AUGUSTO LINS E SILVA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0005300362486211495
1628,87646,RESTAURANTE PARRAXAXÁ,PEAD,32,COMERCIAL,,0.000027810971075162938
1629,87814,AV. GEN. MAC ARTHUR,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0005092545611326347
1630,89204,EDIF. MARIA JULIANA,PEAD,32,RESIDENCIAL,,0.000011056526443689266
1631,87817,R. EST. JEREMIAS BASTOS,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0006119808229045391
1632,87811,R. MOISÉS CORREIA DA SILVA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.001255465749374709
1633,87816,HOTEL IBIS,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00003277150239155966
1634,87808,R. DO JANGADEIRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.001202356616187622
1635,87807,R. DO JANGADEIRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00007803327844207604
1636,87798,R. 39,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0023236809063025545
1637,87801,R. 39,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000020114810059705835
1638,89201,EDIF. AQUARELA,PEAD,32,RESIDENCIAL,,0.00003104783529491556
1639,89200,EDIF. AQUARELA,PEAD,32,RESIDENCIAL,,0.0003853158147288333
1640,89197,FINO SABOR LANCHONETE E RESTAURANTE,PEAD,32,COMERCIAL,,0.000040086637137216964
1641,89196,FINO SABOR LANCHONETE E RESTAURANTE,PEAD,32,COMERCIAL,,0.0004910775109829986
1642,87796,R. 39,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000006113906504285658
1643,87024,RECAU (GRAVATÁ),AÇO,12,INDUSTRIAL,,0.044551800166913236
1644,86954,EDIF. CARLA DIAS,PEAD,32,RESIDENCIAL,,0.000020410537597035508
1645,86785,EDIF. MONTE FIORI,PEAD,32,RESIDENCIAL,,0.000007100440127203384
1646,86784,EDIF. MONTE FIORI,PEAD,32,RESIDENCIAL,,0.00005441097876348118
1647,86781,EDIF. MORADA DOS MARTINS,PEAD,32,RESIDENCIAL,,0.00001911321537575507
1648,86780,EDIF. MORADA DOS MARTINS,PEAD,32,RESIDENCIAL,,0.00005310049062861849
1649,86777,EDIF. CASTELO DEL MAR,PEAD,32,RESIDENCIAL,,0.000013275432685980521
1650,86776,EDIF. CASTELO DEL MAR,PEAD,32,RESIDENCIAL,,0.00008432957579639543
1651,86773,EDIF. TAUÁ,PEAD,32,RESIDENCIAL,,0.000013807514256673746
1652,86772,EDIF. TAUÁ,PEAD,32,RESIDENCIAL,,0.00001933271424622826
1653,86769,RESTAURANTE CARICATURA DO CHICÃO,PEAD,32,COMERCIAL,,0.000007950436722245537
1654,86768,RESTAURANTE CARICATURA DO CHICÃO,PEAD,32,COMERCIAL,,0.00004909278860484501
1655,86764,RESTAURANTE PAPACAPIM,PEAD,32,COMERCIAL,,0.000008303129048738192
1656,86763,RESTAURANTE PAPACAPIM,PEAD,32,COMERCIAL,,0.000021270671827659793
1657,86760,EDIF. STUDIO PORTAL DOS NAVEGANTES,PEAD,32,RESIDENCIAL,,0.000060924084784166
1658,90876,R. FELIX DE BRITO MELO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0013522309805042967
1659,91193,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0007303713284806425
1660,86524,R. ANTÔNIO FALCÃO,PEAD,160,RESIDENCIAL/COMERCIAL,,0.0015313725495461332
1661,89228,AV. PROF. LUIZ FREIRE,AÇO,3,INDUSTRIAL,,0.0005479977200217169
1662,89227,AV. PROF. LUIZ FREIRE,AÇO,3,INDUSTRIAL,,0.014674138190713209
1663,89224,DIPLOMATA EXCLUSIVE,PEAD,32,COMERCIAL,,0.00003840906194039309
1664,89223,DIPLOMATA EXCLUSIVE,PEAD,32,COMERCIAL,,0.000023412474690466593
1665,87020,RECAU (POMBOS/GRAVATÁ),AÇO,12,INDUSTRIAL,,0.07132252830011364
1666,89219,EDIF. GOLDEN SQUARE HOME SERVICE,PEAD,32,RESIDENCIAL,,0.00004307474750941669
1667,86950,EDIF. BAIA DE VIGO,PEAD,32,RESIDENCIAL,,0.00010081198278800057
1668,86755,EDIF. CATALINA,PEAD,32,RESIDENCIAL,,0.000007681167749763053
1669,86754,EDIF. CATALINA,PEAD,32,RESIDENCIAL,,0.00004023279131504549
1670,89220,EDIF. GOLDEN SQUARE HOME SERVICE,PEAD,32,RESIDENCIAL,,0.0001754091613083855
1671,89189,EDIF. GOLDEN SEA,PEAD,32,RESIDENCIAL,,0.000021778305925851994
1672,89188,EDIF. GOLDEN SEA,PEAD,32,RESIDENCIAL,,0.00009446987509253943
1673,89086,MORADA DA PENÍNSULA - Q10-68,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000022339675288598085
1674,89085,COND. MORADA DA PENÍNSULA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000024012459807358346
1675,89084,COND. MORADA DA PENÍNSULA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0000323077936882109
1676,86758,EDIF. STUDIO PORTAL DOS NAVEGANTES,PEAD,32,RESIDENCIAL,,0.000026779262816590003
1677,89083,COND. MORADA DA PENÍNSULA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000013675885528915485
1678,89082,COND. MORADA DA PENÍNSULA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000014570949076844652
1679,89081,COND. MORADA DA PENÍNSULA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00003069574786513598
1680,89080,COND. MORADA DA PENÍNSULA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000026697753257530866
1681,89079,COND. MORADA DA PENÍNSULA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000018838924942788002
1682,89078,COND. MORADA DA PENÍNSULA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00002852487155098161
1683,89077,COND. MORADA DA PENÍNSULA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00001661197549962075
1684,87645,RESTAURANTE PARRAXAXÁ,PEAD,32,COMERCIAL,,0.00006815771839768054
1685,87642,EDIF. DENEB,PEAD,32,RESIDENCIAL,,0.000040043854684583
1686,87641,EDIF. DENEB,PEAD,32,RESIDENCIAL,,0.000047056446049366386
1687,87638,EDIF. LUIZ DIAS LINS,PEAD,32,RESIDENCIAL,,0.000006691874027505299
1688,87634,EDIF. MONTEVERDI,PEAD,32,RESIDENCIAL,,0.000013845048573407028
1689,87633,EDIF. MONTEVERDI,PEAD,32,RESIDENCIAL,,0.00005776462981790847
1690,87637,EDIF. LUIZ DIAS LINS,PEAD,32,RESIDENCIAL,,0.00006749566126796597
1691,87509,EDIF. ANA DANIELA,PEAD,32,RESIDENCIAL,,0.000028108797555213918
1692,87470,EDIF. PORTO DAS ONDAS,PEAD,32,RESIDENCIAL,,0.000017684300495071892
1693,87508,EDIF. ANA DANIELA,PEAD,32,RESIDENCIAL,,0.00002720198296080637
1694,87469,EDIF. PORTO DAS ONDAS,PEAD,32,RESIDENCIAL,,0.00005176492638843409
1695,86479,R. ANTÔNIO FALCÃO/AV. CONSELHEIRO AGUIAR,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0003743957527096174
1696,91184,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0005474462460413351
1697,89290,BOLSÃO ESPINHEIRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0009092070236238797
1698,89289,BOLSÃO ESPINHEIRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0018024461211037476
1699,88720,R. FRANCISCO DA CUNHA / RUA TENENTE JOÃO CÍCERO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0001669172355667234
1700,88719,R. PROF. EDUARDO WANDERLEY / R. FRANCISCO DA CUNHA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00023915349714780578
1701,88718,R. BENVINDA DE FARIAS/R. DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0003947495009813947
1702,87292,R. SETÚBAL,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0006871389117412869
1703,87290,R. DES JOÃO PAES,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0011505250345498724
1704,87285,R. DES. JOÃO PAES,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00026522471144458146
1705,87287,R. DES JOÃO PAES,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000026496856488630322
1706,87281,R. ARNOULD DE HOLANDA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00025566730234404233
1707,89284,BOLSÃO ESPINHEIRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0004163804307049024
1708,89283,BOLSÃO ESPINHEIRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0003999408705946418
1709,89282,BOLSÃO ESPINHEIRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0007050879689123904
1710,89281,BOLSÃO ESPINHEIRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0007641316393456038
1711,89279,BOLSÃO ESPINHEIRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.004823060925666207
1712,89275,RAMAL M. ONOFRE,AÇO,4,INDUSTRIAL,,0.0002528786561681005
1713,89274,POSTO ALPES SUIÇOS/NORDICAL,AÇO,4,INDUSTRIAL,,0.00020329223993305795
1714,89271,POSTO ALPES SUIÇOS/NORDICAL,AÇO,4,INDUSTRIAL,,0.00011778773575255373
1715,89216,EDIF. ANCORADOURO,PEAD,32,RESIDENCIAL,,0.000009517585670746547
1716,89215,EDIF. ANCORADOURO,PEAD,32,RESIDENCIAL,,0.00003795795601715139
1717,89205,EDIF. MARIA JULIANA,PEAD,32,RESIDENCIAL,,0.00009939571461587265
1718,86866,COND. VITA RESIDENCE CLUB,PEAD,32,RESIDENCIAL,,0.000059414646586510974
1719,86865,COND. VITA RESIDENCE CLUB,PEAD,32,RESIDENCIAL,,0.000018136046937871667
1720,90880,AV. CONSELHEIRO AGUIAR,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0008641231251036329
1721,90878,AV. CONSELHEIRO AGUIAR,PEAD,110,RESIDENCIAL/COMERCIAL,,0.001312325794823905
1722,86880,COND. VITA RESIDENCE CLUB,PEAD,63,RESIDENCIAL,,0.0000762830326500015
1723,86879,COND. VITA RESIDENCE CLUB,PEAD,63,RESIDENCIAL,,0.000034375295344185776
1724,86877,R. JORGE DE LIMA,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00091414742250047
1725,86867,COND. VITA RESIDENCE CLUB,PEAD,32,RESIDENCIAL,,0.00001569400387209921
1726,91662,RUA OSORIO BORBA,PEAD,32,RESIDENCIAL/COMERCIAL,,0.00040175830505665967
1727,90924,AV. GEN. MAC ARTHUR,PEAD,110,RESIDENCIAL/COMERCIAL,,0.003475138860372126
1728,90923,R. DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00007555553365147607
1729,90922,R. DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0010127206336765055
1730,90921,R.  DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0006513059700267157
1731,90920,R.  DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00034019470174565257
1732,90919,R.  DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00009746647397052631
1733,86269,R.  DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0004177600688359836
1734,88005,R. DR. JOÃO GUILHERME DE PONTES SOBRINHO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0012748276849446493
1790,91180,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.001408142686442258
1735,88004,R. TENENTE DOMINGOS DE BRITO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.001005594299233948
1736,86641,POSTO BR-CARRETEIRO,AÇO,2,INDUSTRIAL,,0.0013197858700431764
1737,86616,POSTO SHELL/PRAZERES,AÇO,4,INDUSTRIAL,,0.0026569233154502343
1738,87522,EDIF. ENGENHO POETA,PEAD,32,RESIDENCIAL,,0.0011473435434692625
1739,87516,R. ENGENHO POETA,AÇO,2,INDUSTRIAL,,0.0018591037129368196
1740,87504,CHURRASCARIA SERTANEJA,PEAD,32,COMERCIAL,,0.000007412140918789928
1741,87503,CHURRASCARIA SERTANEJA,PEAD,32,COMERCIAL,,0.00001591098896989122
1742,86476,AV. CONSELHEIRO AGUIAR,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0005806372775304724
1743,90928,R. MANOEL DE ABREU,PEAD,110,RESIDENCIAL,,0.00009492292339169066
1744,90927,R. MOISÉS CORREIA DA SILVA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0008885205337976158
1745,90926,AV. GEN. MAC ARTHUR,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00028652324776185265
1746,90925,AV. GEN. MAC ARTHUR,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0021527758843504414
1747,86275,R. ANTÔNIO FALCÃO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00005221114626332032
1748,86273,R. DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00010822905059170575
1749,86272,R.  DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00009328376508834315
1750,86271,R. DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0001586264862605449
1751,86270,R. DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0009672459764155353
1752,86268,R. DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0005491152483195649
1753,86267,R. DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.000530228969682994
1754,88003,R. ERNESTO DE PAULA SANTOS,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0005449533521100268
1755,88002,R. TENENTE DOMINGOS DE BRITO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0008838225639499912
1756,88001,R. AGENOR LOPES,PEAD,63,RESIDENCIAL/COMERCIAL,,0.001062593774896989
1757,88000,R. AGENOR LOPES,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0010169709968143286
1758,90905,R. PROF. JÚLIO FERREIRA DE MELO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000029782487354148242
1759,90904,R. PROF. JÚLIO FERREIRA DE MELO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0006702694234139111
1760,90903,R. PROF. JÚLIO FERREIRA DE MELO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00020610202443830354
1761,90902,R. PROF. JÚLIO FERREIRA DE MELO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0002542707557918398
1762,90901,R. PROF. JÚLIO FERREIRA DE MELO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0008203272358780297
1789,91182,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0015979059174975156
1763,86466,AV. CONSELHEIRO AGUIAR,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0031751623931991404
1764,87764,EDIF. COSTA DO SOL,PEAD,32,RESIDENCIAL,,0.00010257641376066916
1765,86266,R. DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00010185876451110962
1766,86265,R. DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0010962889817524646
1767,86264,R. DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.001218548694161474
1768,86263,R. DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0002839142936986874
1769,86262,R. DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00014353784108009964
1770,87999,R. AGENOR LOPES,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0008899468373527724
1771,87998,R. AGENOR LOPES,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0005011264044977509
1772,87997,R. CARLOS PEREIRA FALCÃO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000013522275104434164
1773,90900,R. JOSÉ TRAJANO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0008327722772870176
1774,90899,R. JOSÉ TRAJANO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0001633009209366874
1775,90898,R. JOSÉ TRAJANO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0004905701171623116
1776,87856,R. FRANCISCO DA CUNHA,PEAD,110,RESIDENCIAL/COMERCIAL,,0.001222071298401251
1777,87834,AV. REPÚBLICA ÁRABE UNIDA/RUA SANTOS LEITE,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00033225035954523514
1778,86864,COND. VITA RESIDENCE CLUB,PEAD,32,RESIDENCIAL,,0.00020598329098497285
1779,86863,COND. VITA RESIDENCE CLUB,PEAD,32,RESIDENCIAL,,0.00004709943212639848
1780,86862,COND. VITA RESIDENCE CLUB,PEAD,32,RESIDENCIAL,,0.000018745594149026058
1781,86835,PADARIA GLOBO,PEAD,32,COMERCIAL,,0.000025302436182707255
1782,86834,PADARIA GLOBO,PEAD,32,COMERCIAL,,0.000011047965106751558
1783,86836,AV. CASTELO BRANCO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00036687629924135763
1784,86613,RDP 395.4 - RAMAL ILHA DO LEITE,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0017243338103518253
1785,86311,R. PASTOR JOSÉ AMARO DA SILVA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0005894098302899656
1786,86310,R. RAUL LAFAYETTE,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0005983486700883058
1787,86612,RDA 395.4 - RAMAL ILHA DO LEITE,AÇO,3,INDUSTRIAL,,0.003572868452883692
1788,91183,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0005349541745399632
1791,91179,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0008316674738673564
1792,91178,R. DO JANGADEIRO,PEAD,32,RESIDENCIAL/COMERCIAL,,0.000024993342429324126
1793,87761,EDIF. ESTAÇÃO DO MAR,PEAD,32,RESIDENCIAL,,0.000028118478354989267
1794,87760,EDIF. ESTAÇÃO DO MAR,PEAD,32,RESIDENCIAL,,0.0000289633826235818
1795,86261,R. DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00018174751520860403
1796,86260,R. DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00046157258378680963
1797,91578,R.  MAJOR ARMANDO SOUZA MELO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000006332091281717281
1798,91530,RAMAL 341,AÇO,8,INDUSTRIAL,,0.0550705014997391
1799,91417,HOTEL TURQUESA,AÇO,2,INDUSTRIAL,,0.000010170020353961932
1800,91413,R. FRANCISCO DA CUNHA,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0009947941122068185
1801,91376,EDIF. COSTA BLANCA,PEAD,32,RESIDENCIAL,,0.000025854548013840812
1802,87996,R. JONATAS DE VASCONCELOS,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0005092904087504168
1803,87995,R. ERNESTO DE PAULA SANTOS,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00021701303094580208
1804,91969,PE-15,AÇO,8,INDUSTRIAL,,1.0204410811016969e-7
1805,87994,R. CARLOS PEREIRA FALCÃO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00023336317511418975
1806,90897,EDIF. PLAZA LAFAYETE,PEAD,32,RESIDENCIAL,,0.0002240849360886943
1807,90896,R. FRANCISCO DA CUNHA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0006304833886225648
1808,90894,R. FRANCISCO DA CUNHA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0003223198086790188
1809,87833,AV. REPÚBLICA ÁRABE UNIDA/RUA SANTOS LEITE,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0004215074917149195
1810,91924,EDIF. RENAISSANCE,PEAD,32,RESIDENCIAL,,0.00004078248094258834
1811,86309,R. RAUL LAFAYETTE,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00011130308269571601
1812,86307,R. PASTOR JOSÉ AMARO DA SILVA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000012947387876484812
1813,86306,R. ERNESTO DE PAULA SANTOS,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0001772363891085768
1814,86305,R. ERNESTO DE PAULA SANTOS,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0015494345741907058
1815,91660,SPETTUS STEAK HOUSE,PEAD,32,COMERCIAL,,0.00002571669847911437
1816,91603,AV. CONSELHEIRO AGUIAR,PEAD,110,RESIDENCIAL/COMERCIAL,,0.002402411486927633
1817,88011,R. ERNESTO DE PAULA SANTOS,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00034723728532879024
1818,86471,R. PROF. JOÃO MEDEIROS/RUA FELIX DE BRITO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0003315400128687903
1819,86259,R. CEL. SÉRGIO HENRIQUE CARDIM,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00020070259337645485
1820,91375,R. PROF. AUGUSTO LINS E SILVA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00002267942246912217
1821,91373,EDIF. DONA IRENE,PEAD,32,RESIDENCIAL,,0.000018135891155385777
1822,91372,EDIF. DONA IRENE,PEAD,32,RESIDENCIAL,,0.00010356103793415746
1823,91371,R. PROF. AUGUSTO LINS E SILVA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00047893575542388875
1824,91370,R. CÔNEGO ROMEU,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0001119674710980284
1825,91367,EDIF. PRAIA DE ITAGUAÇU,PEAD,32,RESIDENCIAL,,0.000036694961139099195
1826,91366,R. CÔNEGO ROMEU,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00010140742808109123
1827,91368,EDIF. PRAIA DE ITAGUAÇU,PEAD,32,RESIDENCIAL,,0.000009904250501678559
1828,87993,R. CARLOS PEREIRA FALCÃO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0001230269426816505
1829,87983,R. JORGE COUCEIRO DA COSTA,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00021486921044555036
1830,91197,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0015127368090931512
1831,87981,BOLSÃO BV I,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00002322502204519944
1832,91156,AV. PRES. CASTELO BRANCO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0005357114085433036
1833,91155,R. JOAQUIM MARQUES DE JESUS,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0005000700388511112
1834,87464,EDIF. MERIDIEN,PEAD,32,RESIDENCIAL,,0.00000752411596136051
1835,87463,EDIF. MERIDIEN,PEAD,32,RESIDENCIAL,,0.00002054327834110223
1836,87460,EDIF. CAP. BRETON,PEAD,32,RESIDENCIAL,,0.00003549463994746249
1837,87459,EDIF. CAP. BRETON,PEAD,32,RESIDENCIAL,,0.00005223521766969101
1838,87452,HOTEL BOA VIAGEM PRAIA,PEAD,32,COMERCIAL,,0.000015149742605074188
1839,87451,HOTEL BOA VIAGEM PRAIA,PEAD,32,COMERCIAL,,0.00002620247209711328
1840,87447,EDIF. BOA VIAGEM FLAT,PEAD,32,RESIDENCIAL,,0.000007062773676113372
1841,87446,EDIF. BOA VIAGEM FLAT,PEAD,32,RESIDENCIAL,,0.00002861519051133506
