objectid,Código Gasoduto,Ramal,Código Material,Código Diâmetro,Finalidade,shape,st_length(shape)
1842,87443,R. JOSÉ MOREIRA LEAL,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0020038533144722
1843,91191,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00044226595120574477
1844,91189,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.000788459725687475
1845,91187,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00041909094444926966
1846,87062,R. BALTAZAR PASSOS,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00004736912050059617
1847,86304,R. ERNESTO DE PAULA SANTOS,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00016987249312018602
1848,86302,R. CARLOS PEREIRA FALCÃO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0005757787241593561
1849,87962,R. HÉLIO FALCÃO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00029049196706482756
1850,86254,AV.BEIRA RIO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0031617314300289977
1851,91363,EDIF. PETROPÓLIS,PEAD,32,RESIDENCIAL,,0.000029090001258866855
1852,91362,EDIF. PETROPÓLIS,PEAD,32,RESIDENCIAL,,0.00007684641822492445
1853,91361,R. DES. JOÃO PAES,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00004344412754331706
1854,91359,EDIF. ILHA DE ITAMARACÁ,PEAD,32,RESIDENCIAL,,0.000008688646614979804
1855,91358,EDIF. ILHA DE ITAMARACÁ,PEAD,32,RESIDENCIAL,,0.00002361638069222293
1856,91195,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0003020286484901942
1857,91163,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00035997172864642613
1858,91162,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0005276033424185365
1859,91160,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0011022797965655402
1860,91159,R. SOLIDADE,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00026556216362026594
1861,91158,AV. PRES. CASTELO BRANCO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0007910642754263305
1862,87991,R. ANIZIO RIBEIRO COELHO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0009081157725737244
1863,87442,R. JOSÉ MOREIRA LEAL,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00005732301047572432
1864,87423,EDIF. ATOL DAS ROCAS,PEAD,32,RESIDENCIAL,,0.0000047108497110394
1865,87422,EDIF. ATOL DAS ROCAS,PEAD,32,RESIDENCIAL,,0.000032650771216006524
1897,87361,R. DR. JOSÉ NUNES DA CUNHA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000012897800006202608
1866,87014,RECAU (POMBOS/GRAVATÁ),AÇO,12,INDUSTRIAL,,0.008872305725503868
1867,91186,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0010950122646804096
1868,86303,R. JOÃO MEDEIROS,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00042823515729543683
1869,86301,R. CARLOS PEREIRA FALCÃO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00008497300043055356
1870,86300,R. DES. JOÃO PAES,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0006974112319486292
1871,88071,R. JORGE COUCEIRO DA COSTA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00019125204551212363
1872,88068,EDIF. TURMALINA,PEAD,32,RESIDENCIAL,,0.00002623442316375628
1873,88067,EDIF. TURMALINA,PEAD,32,RESIDENCIAL,,0.00012956001891832532
1874,88064,MANÉ MATUTO,PEAD,32,COMERCIAL,,0.0001465759948184317
1875,88063,MANÉ MATUTO,PEAD,32,COMERCIAL,,0.0000188343270917758
1876,88060,PÃO DE AÇUCAR,PEAD,32,COMERCIAL,,0.00013146847427979432
1877,88059,PÃO DE AÇUCAR,PEAD,32,COMERCIAL,,0.0003802177089330201
1878,88056,EDIF. PORTO PRINCE,PEAD,32,RESIDENCIAL,,0.000006215637215925652
1879,88055,EDIF. PORTO PRINCE,PEAD,32,RESIDENCIAL,,0.0005117468914026501
1880,88052,EDIF. TELLUS,PEAD,32,RESIDENCIAL,,0.000060633693534633924
1881,88051,EDIF. TELLUS,PEAD,32,RESIDENCIAL,,0.00008095841254001958
1882,88048,EDIF. ERIKA LÚCIA,PEAD,32,RESIDENCIAL,,0.00004839269370945093
1883,87989,R. JONATAS DE VASCONCELOS,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0005328350691408781
1884,87987,R. RIBEIRO DE BRITO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00022535268446837367
1885,86750,EDIF.DULCE RODRIGUES,PEAD,32,RESIDENCIAL,,0.00009170622587652547
1886,86751,EDIF.DULCE RODRIGUES,PEAD,32,RESIDENCIAL,,0.000027751117094632424
1887,90877,R. FRANCISCO DA CUNHA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0005550867634377817
1888,92278,EDIF. JOÃO SALES ASFORA,PEAD,32,RESIDENCIAL,,0.0006524421515796798
1889,89644,EDIF. ÁTRIA,PEAD,32,RESIDENCIAL,,0.0001422783009892698
1890,88213,R. RAUL AZEDO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000014268618562833819
1891,88211,R. DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00040955012593895166
1892,88185,EDIF. PLACE DE LA CONCORDE,PEAD,32,RESIDENCIAL,,0.0002929528891100925
1893,88210,R. DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0005571040615489495
1894,89654,EDIF. BOULEVARD PORT ROYAL,PEAD,32,RESIDENCIAL,,0.000022708252090374546
1895,89643,EDIF. ÁTRIA,PEAD,32,RESIDENCIAL,,0.00003795848038317656
1896,88182,EDIF. PLACE DE LA CONCORDE,PEAD,63,RESIDENCIAL,,0.00008010397894712665
1898,87362,R. FRANCISCO MENDES,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00007433401687652834
1899,87294,EDIF. PORTO DE ALEXANDRIA,PEAD,32,RESIDENCIAL,,0.00001918920118191479
1900,87293,EDIF. PORTO DE ALEXANDRIA,PEAD,32,RESIDENCIAL,,0.000030638880021959025
1901,86299,R. DOM JOSÉ LOPES,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0023971537647070264
1902,88010,R. ERNESTO DE PAULA SANTOS,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000027676320293709568
1903,87974,EDIF. MARBELLA,PEAD,32,RESIDENCIAL,,0.00001631311493607136
1904,87973,EDIF. MARBELLA,PEAD,32,RESIDENCIAL,,0.000029789700904842936
1905,87970,EDIF. MARIA GLÁCIA,PEAD,32,RESIDENCIAL,,0.0000063685704047297774
1906,87969,EDIF. MARIA GLÁCIA,PEAD,32,RESIDENCIAL,,0.00009522839548159992
1907,87966,EDIF. QUILOMBO,PEAD,32,RESIDENCIAL,,0.000053355564049871365
1908,87965,EDIF. QUILOMBO,PEAD,32,RESIDENCIAL,,0.000011869459338992658
1909,87961,EDIF. FLAMINGO,PEAD,32,RESIDENCIAL,,0.00001358764800434999
1910,87960,EDIF. FLAMINGO,PEAD,32,RESIDENCIAL,,0.00005221663750185376
1911,87956,EDIF. PRÍNCIPE DE SEGÓVIA,PEAD,32,RESIDENCIAL,,0.000013581653668070663
1912,87955,EDIF. PRÍNCIPE DE SEGÓVIA,PEAD,32,RESIDENCIAL,,0.000049242583055725256
1913,87948,EDIF. VALÊNCIA,PEAD,32,RESIDENCIAL,,0.00000810875588484448
1914,87947,EDIF. VALÊNCIA,PEAD,32,RESIDENCIAL,,0.0000416105387732483
1915,87943,R. ABREU ALBANO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0019124460334347265
1916,87944,R. ABREU ALBANO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00001919146457746894
1917,87858,R. FRANCISCO DA CUNHA,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0006578707000263409
1918,90874,R. FELIX DE BRITO MELO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0026390423283605565
1919,92331,R. MINISTRO NELSON HUNGRIA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0003360762976608437
1920,92329,EDIF. GOLDEN BREEZE,PEAD,32,RESIDENCIAL,,0.0000039000606405541955
1921,92325,EDIF. GOLDEN BREEZE,PEAD,32,RESIDENCIAL,,0.000033183604294892375
1922,92322,R. AMAZONAS,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0005178065552905222
1923,92317,EDIF. LABREA,PEAD,32,RESIDENCIAL,,0.0000537213753081583
1924,87841,AV. ENG. DOMINGOS FERREIRA,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0006461163061503113
1925,87840,AV. ENG. DOMINGOS FERREIRA,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0014087167064669082
1954,91828,PICANHA DA PRAIA,PEAD,32,COMERCIAL,,0.00002714944492986919
1926,87133,R. MARIO SOUTO MAIOR,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0015884967519410398
1927,86297,R. DES. JOÃO PAES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00006029060626659611
1928,86296,R. DES. JOÃO PAES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0008669253189140825
1929,86295,R. PROF. JOÃO MEDEIROS,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0012872619929546276
1930,91177,R. DO JANGADEIRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0006635530369792468
1931,91176,R. DO JANGADEIRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0003671207392520886
1932,91175,AV. CASTELO BRANCO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0003218291055824504
1933,91174,R. DO JANGADEIRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0004942092526355897
1934,91172,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00031697991590990055
1935,91170,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00013566071519846237
1936,91173,R. DO JANGADEIRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0004779350099438207
1937,91168,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00037176101070080707
1938,88008,AV. VISCONDE JEQUITINHONHA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0010790740728934115
1939,87920,AV. HERCULANO BANDEIRA,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00002535773995407092
1940,87919,AV. HERCULANO BANDEIRA,PEAD,110,RESIDENCIAL/COMERCIAL,,0.000071520202271293
1941,87926,R. BARÃO DE SANTO ÂNGELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0011820604073565842
1942,87839,AV. ENG. DOMINGOS FERREIRA,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00314752923565169
1943,87838,R. ANTÔNIO FALCÃO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00045397220144818677
1944,87837,AV. ENG. DOMINGOS FERREIRA,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0024349702281017604
1945,87831,R. FERNANDO SIMÕES BARBOSA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000729514438787822
1946,87829,R. ANA CAMELO DA SILVA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0000427069754922637
1947,87828,R. ANA CAMELO DA SILVA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0031618700928459933
1948,87827,R. HENRIQUE CAPITULINO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000184339758218089
1949,86465,AV. CONSELHEIRO AGUIAR,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0002885522600488504
1950,86293,R. PROF. JOÃO MEDEIROS,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0003832683373308543
1951,86292,R. PROF. JOÃO MEDEIROS,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00036341673130656883
1952,86291,R. PROF. JOÃO MEDEIROS,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0006950923958144875
1953,87954,R. AMERICANO FREIRE,PEAD,160,RESIDENCIAL/COMERCIAL,,0.0005030841429635454
1955,88006,AV. VISCONDE JEQUITINHONHA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0012044514422682167
1956,87935,R. JEMIL ASFORA,PEAD,110,RESIDENCIAL/COMERCIAL,,0.003016944809100652
1957,92547,CHINATOWN,PEAD,32,COMERCIAL,,0.000018553530500742514
1958,92544,RENDA,AÇO,4,INDUSTRIAL,,9.091229821193574e-7
1959,92541,BR-101 NORTE/SÃO MATEUS,AÇO,6,INDUSTRIAL,,0.000001498418499618848
1960,90913,R.  DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00038129546996319783
1961,90912,R.  DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.000059417812824566494
1962,90911,R.  DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0005146307105048888
1963,87878,AV. CONSELHEIRO AGUIAR,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00023031765155904878
1964,87877,AV. CONSELHEIRO AGUIAR,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00037014682037005126
1965,87876,AV. CONSELHEIRO AGUIAR,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0003456325847031044
1966,87132,R. MARIO SOUTO MAIOR,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0007044339424769488
1967,87129,R. MAJOR ARMANDO SOUZA MELO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0015652438442711023
1968,87131,R. PROF. AUGUSTO LINS E SILVA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0006025651169414463
1969,86290,R. PROF. JOÃO MEDEIROS,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0007562058650576496
1970,86289,R. PROF. JOÃO MEDEIROS,PEAD,110,RESIDENCIAL/COMERCIAL,,0.000019875654861279477
1971,86288,R. PROF. JOÃO MEDEIROS,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0008086095932301599
1972,86287,R. PROF. JOÃO MEDEIROS,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00018969942005235617
1973,86286,R. PROF. JOÃO MEDEIROS,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0014312820082152135
1974,87934,R. REPÚBLICA ÁRABE DO LÍBANO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0015216032170848358
1975,87932,R. MANUEL DE BRITO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00028079920410499737
1976,87931,R. MANUEL DE BRITO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0007221759205461155
1977,87933,R. BARÃO DE SANTO ÂNGELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0003375358207959113
1978,91572,R.  MAJOR ARMANDO SOUZA MELO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000002713116289435453
1979,88523,EDIF. ANTÔNIO MONTE,PEAD,32,RESIDENCIAL,,0.000008697632149039186
1980,88522,EDIF. ANTÔNIO MONTE,PEAD,32,RESIDENCIAL,,0.00010284154592867611
1981,88517,EDIF. PRAIA DE GAMBOA,PEAD,32,RESIDENCIAL,,0.000008988463033230684
1982,88516,EDIF. PRAIA DE GAMBOA,PEAD,32,RESIDENCIAL,,0.00007032771471540026
1983,88513,EDIF. PARQUE AVENIDA LIVING,PEAD,32,RESIDENCIAL,,0.00008727425772717918
1984,88507,EDIF. LADY SARISSE,PEAD,32,RESIDENCIAL,,0.00002845987171667437
1985,88506,EDIF. LADY SARISSE,PEAD,32,RESIDENCIAL,,0.00008951255876132689
1986,88512,EDIF. PARQUE AVENIDA LIVING,PEAD,32,RESIDENCIAL,,0.000088084362842671
1987,88502,EDIF. LORD VICTOR,PEAD,32,RESIDENCIAL,,0.00002078414320622158
1988,88501,EDIF. LORD VICTOR,PEAD,32,RESIDENCIAL,,0.000023075869842759994
1989,88496,EDIF. VICTOR HUGO,PEAD,32,RESIDENCIAL,,0.00003355403339906166
1990,88495,EDIF. VICTOR HUGO,PEAD,32,RESIDENCIAL,,0.00007351542480323431
1991,87927,R. BARÃO DE SANTO ÂNGELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00012106382663702648
1992,87769,EDIF. GOLDEN TOWER,PEAD,32,RESIDENCIAL,,0.00006187658670594133
1993,87781,RESTAURANTE PAGODA,PEAD,32,COMERCIAL,,0.000009525262253607508
1994,87780,RESTAURANTE PAGODA,PEAD,32,COMERCIAL,,0.00004811317358063174
1995,87777,EDIF. ITACUATIARA VILLAGE,PEAD,32,RESIDENCIAL,,0.000024445892730320393
1996,87776,EDIF. ITACUATIARA VILLAGE,PEAD,32,RESIDENCIAL,,0.000095249495143019
1997,87773,EDIF. CENTAURO,PEAD,32,RESIDENCIAL,,0.00008837478038553327
1998,87772,EDIF. CENTAURO,PEAD,32,RESIDENCIAL,,0.00011076442991426093
1999,91665,THE GARDEN OPEN MALL,PEAD,32,COMERCIAL,,0.000016280544493351567
2000,91663,THE GARDEN OPEN MALL,PEAD,32,COMERCIAL,,0.000017636232505838657
2001,86285,AV. ENG. DOMINGOS FERREIRA,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0011289114207696169
2002,86283,AV. ENG. DOMINGOS FERREIRA,PEAD,110,RESIDENCIAL/COMERCIAL,,0.001790944721424458
2003,90918,R.  DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00032014666796512624
2004,90917,R.  DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0001783922731662943
2005,90916,R.  DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00012824956819448892
2006,90915,R.  DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00030817986246244944
2007,90914,R.  DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00019710978073267184
2008,87918,AV. HERCULANO BANDEIRA,PEAD,110,RESIDENCIAL/COMERCIAL,,0.000016823208181301213
2009,87912,R. JORN. ADETH LEITE,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00014898273528959167
2010,87911,R. JORN. ADETH LEITE,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0004812834384788668
2011,87910,R. JORN. ADETH LEITE,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00007469587810042235
2012,87872,EDIF. QUAZAR,PEAD,32,RESIDENCIAL,,0.00003179542421481431
2013,87869,EDIF. SAINT DENIS,PEAD,32,RESIDENCIAL,,0.00003345952816463496
2014,87868,EDIF. SAINT DENIS,PEAD,32,RESIDENCIAL,,0.00010399716334592977
2015,87906,R. HENRIQUE CAPITULINO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0009252346612502877
2016,87862,EDIF. VIA FIRENZE,PEAD,32,RESIDENCIAL,,0.00006077940628206235
2017,87022,RECAU (GRAVATÁ),AÇO,12,INDUSTRIAL,,0.019272415842575868
2018,87021,RECAU (GRAVATÁ),AÇO,12,INDUSTRIAL,,0.009924524816812578
2019,90794,R. HENRIQUE CAPITULINO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0010491260594623834
2020,86716,R. AVIADOR SEVERIANO LINS,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0004179388501842779
2021,86528,R. MANOEL DE ABREU,PEAD,110,RESIDENCIAL,,0.00003086677393037646
2022,86527,R. MANOEL DE ABREU,PEAD,110,RESIDENCIAL,,0.00014351891223984665
2023,86650,R. MONS. PAULO,AÇO,4,INDUSTRIAL,,0.0011213463653987558
2024,86525,AV. GEN. MAC ARTHUR,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0015832755315294935
2025,86510,R. HENRIQUE CAPITULINO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00034628632625922353
2026,87784,EDIF. PASSÁRGADA,PEAD,32,RESIDENCIAL,,0.000038752625123983534
2027,87749,EDIF. MARIA ODILE,PEAD,32,RESIDENCIAL,,0.000051007070823563277
2028,87748,EDIF. MARIA ODILE,PEAD,32,RESIDENCIAL,,0.0000343520090969946
2029,87747,R. BALTAZAR PASSOS,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00004996621911852046
2030,87744,EDIF. MARIA NICE,PEAD,32,RESIDENCIAL,,0.000007196261876835779
2031,87743,EDIF. MARIA NICE,PEAD,32,RESIDENCIAL,,0.00004612740925209463
2032,87738,EDIF. CARLOS P CARNEIRO,PEAD,32,RESIDENCIAL,,0.0000060460211709850965
2033,87737,EDIF. MARIA ÂNGELA LUCENA,PEAD,32,RESIDENCIAL,,0.0000057945357018487685
2034,87736,EDIF. CARLOS PEREIRA CARNEIRO,PEAD,32,RESIDENCIAL,,0.00007958513658340984
2035,87735,EDIF. MARIA ÂNGELA LUCENA,PEAD,32,RESIDENCIAL,,0.00030322201817431575
2036,86332,R. PE. CARAPUCEIRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00033580303780875805
2037,87727,EDIF. FERNANDO PESSOA,PEAD,32,RESIDENCIAL,,0.000025918737602241612
2038,91145,R. DOM SÁVIO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00002292740379981999
2039,91144,R. DOM SÁVIO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00004510292451715298
2040,91143,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00019795873194683786
2041,90797,R. HENRIQUE CAPITULINO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00019203774258237332
2042,87303,R. PROF. FRANCISCO PESSOA MELO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0007135869762104998
2043,87243,R. DOM JOSÉ LOPES,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00005569457385385086
2044,87301,AV. PRES. KENNEDY,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00019386235101225818
2045,87240,EDIF. PUERTO DEL PLATA,PEAD,32,RESIDENCIAL,,0.0000540652602416746
2046,87239,R. GAL. LUIZ MALLET,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000007789491511003782
2047,87238,AV. VISCONDE DE JEQUITINHONHA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00016043537767554
2048,87236,R. BARÃO DE SOUZA LEÃO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000002625835676503768
2049,87235,VISCONDE JEQUITINHONHA,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0014674238044101587
2050,91585,R. PADRE BERNADINO PESSOA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000007076961144022139
2051,91584,R. AMERICANO FREIRE,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000009220770954752102
2052,91579,RECAU (MORENO/VITÓRIA/POMBOS),AÇO,12,INDUSTRIAL,,0.030276536903995954
2053,91208,R. DR. ANTÔNIO CARLOS DE OLIVEIRA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00017627148769805645
2054,86976,EDIF. ENGENHO PARARI,PEAD,32,RESIDENCIAL,,0.000024960640898720594
2055,86696,R. DR. ANTÔNIO CARLOS DE OLIVEIRA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0004060676259342333
2056,86695,R. DR. ANTÔNIO CARLOS DE OLIVEIRA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0001962707489263734
2057,86603,PAIVA (APÓS A PONTE),PEAD,110,RESIDENCIAL/COMERCIAL,,0.000014119841960871941
2058,90791,RUA JOSÉ ADERVAL CHAVES,PEAD,32,RESIDENCIAL/COMERCIAL,,0.0006491103275231156
2059,90789,AV. ENG. DOMINGOS FERREIRA,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0030079837206823876
2060,86484,R. DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0004490107807912651
2061,86483,R. DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0004963877548395838
2062,86482,R. DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0006219012939912502
2063,86322,R. DHÁLIA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.001802126075975795
2064,92745,EDIF. MARIA ANGELITA,PEAD,32,RESIDENCIAL,,0.00005034574242177783
2065,92743,EDIF. MARIA ANGELITA,PEAD,32,RESIDENCIAL,,0.0014286292815866753
2066,92741,R. ARTUR MUNIZ,PEAD,32,RESIDENCIAL/COMERCIAL,,0.0003805472786282137
2067,87234,VISCONDE JEQUITINHONHA,PEAD,110,RESIDENCIAL/COMERCIAL,,0.000667089016367103
2068,87233,VISCONDE JEQUITINHONHA,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00171349638523636
2069,86602,PAIVA (APÓS A PONTE),PEAD,110,RESIDENCIAL/COMERCIAL,,0.0002773604173680757
2070,86601,PAIVA (APÓS A PONTE),PEAD,110,RESIDENCIAL/COMERCIAL,,0.000033576477629435756
2071,86600,PAIVA (APÓS A PONTE),PEAD,110,RESIDENCIAL/COMERCIAL,,0.000013306646158968833
2072,86599,PAIVA (APÓS A PONTE),PEAD,110,RESIDENCIAL/COMERCIAL,,0.0007453786921451403
2073,86598,COND. MORADA DA PENÍNSULA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000113643856903637
2074,86597,R. PE. NESTOR DE ALENCAR,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00026345769241768946
2075,86596,R. PE. NESTOR DE ALENCAR,PEAD,110,RESIDENCIAL/COMERCIAL,,0.000010442506643521947
2076,86594,R. PE. NESTOR DE ALENCAR,PEAD,110,RESIDENCIAL/COMERCIAL,,0.001558276658760102
2077,86593,R. PE. NESTOR DE ALENCAR,PEAD,110,RESIDENCIAL/COMERCIAL,,0.007464230892347549
2078,86595,R. PE. NESTOR DE ALENCAR,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0008044092875240933
2079,91140,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00001988665625488609
2080,91139,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00022138396641471764
2081,91138,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00016207359425890447
2082,91137,R. OURICURI,PEAD,32,RESIDENCIAL/COMERCIAL,,0.000003920954093074797
2083,91136,EDIF. MARIA CONSUÊLO,PEAD,32,RESIDENCIAL,,0.0007916085122985811
2084,91009,R. CARLOS PEREIRA FALCÃO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00006125243702090554
2085,91005,R. CARLOS PEREIRA FALCÃO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0003083671415992621
2086,90867,R. FELIX DE BRITO MELO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000033351432215641213
2087,87152,R. SÁ E SOUZA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0005808933278277068
2088,86481,R. DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.000015883797650391518
2089,90936,R. RIBEIRO DE BRITO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.000032725207795334334
2090,90935,R. RIBEIRO DE BRITO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00001564727281249943
2091,90934,R. RIBEIRO DE BRITO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0009762048488330206
